Mumbai Indians - 1st innings,,,,,,,,,,,,
"AM Rahane - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
JD Unadkat,6,4,1,0,1,0,1,0,,16,13,123.07
NM Coulter-Nile,3,2,0,0,1,0,1,0,,12,7,171.42
AD Mathews,2,4,0,0,0,0,0,0,,4,6,66.66
A Mishra,0,2,1,0,0,0,0,0,,4,3,133.33
Imran Tahir,4,2,0,0,0,0,0,0,bowled,2,6,33.33
Yuvraj Singh,0,3,0,0,0,0,1,0,,9,4,225
"SV Samson - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
JD Unadkat,0,1,0,0,0,0,0,0,,1,1,100
NM Coulter-Nile,3,1,2,0,1,0,0,0,,9,7,128.57
AD Mathews,3,1,0,0,0,0,0,0,caught,1,4,25
"SPD Smith - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
NM Coulter-Nile,3,0,0,0,1,0,0,0,,4,4,100
AD Mathews,0,2,0,0,1,0,0,0,,6,3,200
A Mishra,2,0,0,0,0,0,0,0,caught,0,2,0
"KK Nair - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
A Mishra,3,1,1,0,3,0,0,0,stumped,15,8,187.5
Imran Tahir,1,1,2,0,0,0,0,0,,5,4,125
"STR Binny - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Imran Tahir,1,1,0,0,0,0,0,0,lbw,1,2,50
"DJ Hooda - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
JD Unadkat,1,1,0,0,0,0,2,0,,13,4,325
NM Coulter-Nile,0,1,1,0,1,0,0,0,,7,3,233.33
AD Mathews,0,1,1,0,2,0,1,0,,17,5,340
A Mishra,2,3,2,0,0,0,0,0,,7,7,100
Imran Tahir,1,2,0,0,0,0,1,0,caught,8,4,200
Yuvraj Singh,0,2,0,0,0,0,0,0,,2,2,100
"JP Faulkner - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
NM Coulter-Nile,0,1,0,0,2,0,0,0,,9,3,300
A Mishra,1,2,1,0,0,0,0,0,,4,4,100
Imran Tahir,1,2,1,0,0,0,0,0,bowled,4,4,100
"CH Morris - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
AD Mathews,0,2,0,0,1,0,0,0,,6,3,200
Imran Tahir,1,1,0,0,0,0,1,0,,7,3,233.33
"TG Southee - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
AD Mathews,0,1,1,0,1,0,0,0,,7,3,233.33
Imran Tahir,1,0,0,0,0,0,0,0,,0,1,0
Kings XI Punjab - 1st innings,,,,,,,,,,,,
"M Vijay - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
R Vinay Kumar,7,1,1,0,4,0,0,0,,19,13,146.15
P Suyal,4,0,0,0,0,0,0,0,,0,4,0
SL Malinga,1,1,0,0,0,0,0,0,,1,2,50
Harbhajan Singh,1,3,0,0,0,0,0,0,caught,3,4,75
J Suchith,1,2,1,0,2,0,0,0,,12,6,200
"V Sehwag - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
R Vinay Kumar,0,2,0,0,2,0,1,0,,16,5,320
P Suyal,4,2,0,0,2,0,0,0,,10,8,125
SL Malinga,1,1,0,0,2,0,0,0,,9,4,225
Harbhajan Singh,1,1,0,0,0,0,0,0,caught,1,2,50
"GJ Maxwell - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Harbhajan Singh,0,1,0,0,0,0,0,0,,1,1,100
J Suchith,1,1,0,0,1,0,0,0,caught,5,3,166.66
"DA Miller - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
SL Malinga,2,2,0,0,0,0,0,0,caught,2,4,50
Harbhajan Singh,5,4,1,0,1,0,0,0,,10,11,90.9
J Suchith,1,3,0,0,1,0,0,0,,7,5,140
KA Pollard,1,1,0,0,1,0,0,0,,5,3,166.66
"GJ Bailey - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
R Vinay Kumar,0,2,1,0,0,0,1,0,,10,4,250
P Suyal,0,2,0,0,2,0,0,0,,10,4,250
SL Malinga,1,5,0,0,1,0,1,0,,15,8,187.5
Harbhajan Singh,2,3,1,0,0,0,0,0,,5,6,83.33
J Suchith,0,3,3,0,0,0,1,0,,15,7,214.28
KA Pollard,0,2,0,0,1,0,0,0,,6,3,200
"R Dhawan - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
SL Malinga,1,1,0,0,1,0,0,0,caught,5,3,166.66
J Suchith,2,1,0,0,0,0,0,0,,1,3,33.33
"MG Johnson - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
R Vinay Kumar,1,1,0,0,0,0,0,0,,1,2,50
P Suyal,1,1,0,0,0,0,0,0,,1,2,50
SL Malinga,2,1,0,0,0,0,0,0,,1,3,33.33
Mumbai Indians - 2nd innings,,,,,,,,,,,,
"RG Sharma - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Sandeep Sharma,2,0,0,0,0,0,0,0,lbw,0,2,0
"AJ Finch - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Sandeep Sharma,5,2,0,0,0,0,0,0,,2,7,28.57
Anureet Singh,3,0,1,0,1,0,0,0,,6,5,120
MG Johnson,2,0,0,0,0,0,0,0,bowled,0,2,0
"AP Tare - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Sandeep Sharma,2,4,0,0,0,0,0,0,,4,6,66.66
Anureet Singh,2,1,1,0,0,0,0,0,caught,3,4,75
"AT Rayudu - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Sandeep Sharma,3,1,0,0,0,0,0,0,,1,4,25
Anureet Singh,4,0,0,0,0,0,0,0,,0,4,0
MG Johnson,3,0,0,0,1,0,0,0,caught,4,4,100
AR Patel,2,2,0,0,0,0,0,0,,2,4,50
R Dhawan,0,2,0,0,1,0,0,0,,6,3,200
"CJ Anderson - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Sandeep Sharma,3,1,0,0,1,0,0,0,,5,5,100
MG Johnson,4,0,0,0,0,0,0,0,,0,4,0
AR Patel,2,0,0,0,0,0,0,0,stumped,0,2,0
"KA Pollard - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
MG Johnson,5,2,0,0,0,0,0,0,,2,7,28.57
AR Patel,3,3,1,0,1,0,0,0,caught,9,8,112.5
R Dhawan,2,3,0,0,0,0,1,0,,9,6,150
"J Suchith - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Anureet Singh,1,1,0,0,0,0,0,0,,1,2,50
MG Johnson,2,0,0,0,1,0,1,0,,10,4,250
AR Patel,2,3,0,0,2,0,1,0,,17,8,212.5
R Dhawan,4,2,0,0,1,0,0,0,,6,7,85.71
"Harbhajan Singh - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Anureet Singh,4,1,0,0,1,0,4,0,caught,29,10,290
MG Johnson,1,1,0,0,0,0,1,0,,7,3,233.33
AR Patel,0,2,0,0,0,0,0,0,,2,2,100
R Dhawan,1,2,1,0,4,0,1,0,,26,9,288.88
Royal Challengers Bangalore - 1st innings,,,,,,,,,,,,
"CH Gayle - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TA Boult,3,1,1,0,0,0,1,0,,9,6,150
B Kumar,5,0,0,0,2,0,0,0,,8,7,114.28
P Kumar,2,0,0,0,1,0,0,0,caught,4,3,133.33
"V Kohli - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TA Boult,9,1,0,0,1,0,1,0,,11,12,91.66
B Kumar,2,2,0,0,1,0,0,0,,6,5,120
P Kumar,5,2,0,0,1,0,1,0,,12,9,133.33
RS Bopara,2,3,0,0,0,0,0,0,bowled,3,5,60
KV Sharma,1,3,1,0,1,0,0,0,,9,6,150
"KD Karthik - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
P Kumar,3,2,0,0,1,0,0,0,,6,6,100
RS Bopara,1,1,0,0,0,0,0,0,,1,2,50
KV Sharma,1,2,0,0,0,0,0,0,caught,2,3,66.66
"AB de Villiers - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TA Boult,1,0,0,0,1,0,0,0,caught,4,2,200
B Kumar,0,2,0,0,1,0,0,0,,6,3,200
P Kumar,1,0,0,0,0,0,0,0,,0,1,0
RS Bopara,2,2,0,0,3,0,1,0,,20,8,250
KV Sharma,4,5,0,0,0,0,0,0,,5,9,55.55
A Ashish Reddy,1,1,2,0,0,0,1,0,,11,5,220
"Mandeep Singh - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
RS Bopara,1,0,0,0,0,0,0,0,caught,0,1,0
"DJG Sammy - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
RS Bopara,0,2,0,0,0,0,0,0,,2,2,100
KV Sharma,2,4,0,0,0,0,0,0,,4,6,66.66
A Ashish Reddy,1,0,0,0,0,0,0,0,bowled,0,1,0
"SA Abbott - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TA Boult,1,0,0,0,0,0,0,0,caught,0,1,0
B Kumar,1,2,0,0,0,0,0,0,,2,3,66.66
P Kumar,2,0,1,0,1,0,1,0,,12,5,240
"HV Patel - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TA Boult,1,0,1,0,0,0,0,0,caught,2,2,100
"AN Ahmed - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TA Boult,0,0,0,0,1,0,0,0,,4,1,400
B Kumar,1,0,0,0,0,0,0,0,bowled,0,1,0
"VR Aaron - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
B Kumar,2,0,0,0,0,0,1,0,bowled,6,3,200
"YS Chahal - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
B Kumar,0,1,0,0,0,0,0,0,,1,1,100
Sunrisers Hyderabad - 2nd innings,,,,,,,,,,,,
"DA Warner - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
SA Abbott,0,1,1,0,1,0,0,0,,7,3,233.33
HV Patel,1,0,0,0,3,0,1,0,,18,5,360
VR Aaron,3,1,0,0,2,0,1,0,,15,7,214.28
AN Ahmed,4,2,0,0,0,0,1,0,,8,7,114.28
DJG Sammy,0,2,0,0,0,0,0,0,,2,2,100
YS Chahal,1,1,0,0,0,0,1,0,lbw,7,3,233.33
"S Dhawan - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
SA Abbott,2,2,0,0,2,0,0,0,,10,6,166.66
HV Patel,0,2,0,0,0,0,0,0,,2,2,100
VR Aaron,4,3,0,0,1,0,0,0,,7,8,87.5
AN Ahmed,7,3,0,0,0,0,2,0,,15,12,125
DJG Sammy,1,4,0,0,1,0,0,0,,8,6,133.33
YS Chahal,0,8,0,0,0,0,0,0,,8,8,100
"KS Williamson - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
HV Patel,3,2,0,0,0,0,0,0,,2,5,40
YS Chahal,1,3,0,0,0,0,0,0,stumped,3,4,75
"KL Rahul - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
SA Abbott,1,2,0,0,0,0,0,0,,2,3,66.66
VR Aaron,0,3,0,0,1,0,1,0,,13,5,260
AN Ahmed,1,3,2,0,1,0,0,0,,11,7,157.14
DJG Sammy,0,2,1,0,1,0,0,0,,8,4,200
YS Chahal,2,6,0,0,1,0,0,0,,10,9,111.11
Mumbai Indians - 1st innings,,,,,,,,,,,,
"AJ Finch - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TG Southee,3,1,0,0,1,0,0,0,,5,5,100
CH Morris,2,0,0,0,1,0,0,0,,4,3,133.33
DS Kulkarni,4,0,0,0,0,0,0,0,,0,4,0
STR Binny,1,1,0,0,0,0,0,0,,1,2,50
"PA Patel - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TG Southee,0,1,0,0,0,0,0,0,,1,1,100
CH Morris,1,0,0,1,1,0,0,0,,7,3,233.33
DS Kulkarni,1,1,0,0,1,0,0,0,caught,5,3,166.66
STR Binny,2,1,1,0,0,0,0,0,,3,4,75
"UBT Chand - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TG Southee,5,0,0,0,1,0,0,0,,4,6,66.66
DS Kulkarni,2,1,0,0,0,0,0,0,,1,3,33.33
DJ Hooda,1,2,0,0,0,0,0,0,,2,3,66.66
JP Faulkner,1,0,0,0,0,0,0,0,,0,1,0
PV Tambe,1,1,2,0,0,0,0,0,bowled,5,4,125
"RG Sharma - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
DS Kulkarni,2,0,0,0,0,0,0,0,,0,2,0
STR Binny,3,0,0,0,0,0,0,0,caught,0,3,0
"CJ Anderson - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TG Southee,1,1,0,0,1,0,1,0,,11,4,275
CH Morris,7,1,1,0,2,0,1,0,bowled,17,12,141.66
DS Kulkarni,1,2,0,0,0,0,0,0,,2,3,66.66
STR Binny,2,0,0,0,1,0,0,0,,4,3,133.33
DJ Hooda,2,1,0,0,0,0,0,0,,1,3,33.33
JP Faulkner,6,0,1,0,0,0,1,0,,8,8,100
PV Tambe,1,3,0,0,1,0,0,0,,7,5,140
"KA Pollard - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TG Southee,2,1,0,0,3,0,2,0,caught,25,8,312.5
CH Morris,2,1,0,0,1,0,0,0,,5,4,125
DS Kulkarni,1,2,0,0,1,0,0,0,,6,4,150
JP Faulkner,4,1,0,0,2,0,2,0,,21,9,233.33
PV Tambe,3,3,2,0,0,0,1,0,,13,9,144.44
"J Suchith - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
CH Morris,1,0,0,0,0,0,0,0,,0,1,0
"S Gopal - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
CH Morris,0,1,0,0,0,0,0,0,,1,1,100
Rajasthan Royals - 2nd innings,,,,,,,,,,,,
"AM Rahane - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
R Vinay Kumar,5,2,0,0,1,0,0,0,,6,8,75
P Suyal,2,2,1,0,1,0,0,0,,8,6,133.33
SL Malinga,0,1,1,0,0,0,0,0,,3,2,150
J Suchith,3,7,3,0,1,0,0,0,,17,14,121.42
CJ Anderson,0,2,0,0,1,0,0,0,,6,3,200
S Gopal,2,2,2,0,0,0,0,0,caught,6,6,100
"SV Samson - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
R Vinay Kumar,6,2,0,0,1,0,0,0,caught,6,9,66.66
P Suyal,2,3,0,0,2,0,0,0,,11,7,157.14
"SPD Smith - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
R Vinay Kumar,0,1,0,0,0,0,0,0,,1,1,100
P Suyal,4,2,2,1,1,0,1,0,,19,11,172.72
SL Malinga,5,4,4,0,6,0,0,0,,36,19,189.47
J Suchith,1,6,2,0,1,0,0,0,,14,10,140
CJ Anderson,5,2,2,0,0,0,0,0,,6,9,66.66
S Gopal,0,3,0,0,0,0,0,0,,3,3,100
"DJ Hooda - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
SL Malinga,1,0,0,0,0,0,0,0,bowled,0,1,0
S Gopal,0,1,0,0,0,0,2,0,,13,3,433.33
"JP Faulkner - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
P Suyal,0,2,1,0,0,0,0,0,,4,3,133.33
SL Malinga,1,1,0,0,0,0,0,0,,1,2,50
S Gopal,0,1,0,0,0,0,0,0,,1,1,100
Kings XI Punjab - 1st innings,,,,,,,,,,,,
"M Vijay - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
NM Coulter-Nile,4,1,0,0,0,0,0,0,,1,5,20
DJ Muthuswami,5,2,1,0,1,0,1,0,,14,10,140
AD Mathews,2,0,0,0,1,0,0,0,caught,4,3,133.33
"V Sehwag - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
NM Coulter-Nile,9,1,0,0,1,0,0,0,,5,11,45.45
DJ Muthuswami,0,3,0,0,0,0,0,0,,3,3,100
AD Mathews,3,5,0,0,1,0,0,0,,9,9,100
A Mishra,2,6,0,0,0,0,0,0,,6,8,75
Imran Tahir,0,1,0,0,2,0,1,0,,15,4,375
Yuvraj Singh,0,2,0,0,0,0,0,0,,2,2,100
JP Duminy,2,1,0,0,0,0,1,0,caught,7,4,175
"WP Saha - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
NM Coulter-Nile,0,1,0,0,0,0,1,0,,7,2,350
DJ Muthuswami,3,1,0,0,0,0,1,0,,7,5,140
AD Mathews,2,3,0,0,0,0,1,0,,9,6,150
A Mishra,3,5,1,0,0,0,0,0,bowled,7,9,77.77
Imran Tahir,0,1,1,0,0,0,0,0,,3,2,150
Yuvraj Singh,0,2,2,0,0,0,0,0,,6,4,150
"DA Miller - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
A Mishra,0,1,0,0,0,0,0,0,,1,1,100
Imran Tahir,0,1,0,0,0,0,0,0,,1,1,100
JP Duminy,2,3,0,0,0,0,0,0,bowled,3,5,60
"GJ Maxwell - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Imran Tahir,1,1,1,0,0,0,2,0,caught,15,5,300
"GJ Bailey - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
A Mishra,0,1,0,0,1,0,1,0,,11,3,366.66
Imran Tahir,2,2,1,0,0,0,0,0,caught,4,5,80
JP Duminy,0,2,1,0,0,0,0,0,,4,3,133.33
"AR Patel - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
A Mishra,0,2,0,0,0,0,1,0,,8,3,266.66
Imran Tahir,3,3,1,0,0,0,0,0,caught,5,7,71.42
Delhi Daredevils - 2nd innings,,,,,,,,,,,,
"MA Agarwal - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Sandeep Sharma,4,2,1,0,1,0,0,0,,8,8,100
Anureet Singh,6,2,1,0,3,0,0,0,bowled,16,12,133.33
MG Johnson,1,6,0,0,2,0,1,0,,20,10,200
R Dhawan,0,4,1,0,1,0,0,0,,10,6,166.66
AR Patel,2,6,0,0,0,0,0,0,,6,8,75
GJ Maxwell,1,2,0,0,0,0,1,0,,8,4,200
"SS Iyer - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Sandeep Sharma,3,0,1,0,1,0,0,0,caught,6,5,120
"JP Duminy - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Sandeep Sharma,1,2,1,0,1,0,0,0,,8,5,160
Anureet Singh,3,1,0,0,1,0,0,0,,5,5,100
MG Johnson,1,2,0,0,1,0,0,0,,6,4,150
R Dhawan,2,2,0,0,0,0,0,0,,2,4,50
AR Patel,1,0,0,0,0,0,0,0,,0,1,0
"Yuvraj Singh - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Sandeep Sharma,4,1,0,0,1,0,0,0,,5,6,83.33
Anureet Singh,2,1,0,0,0,0,1,0,caught,7,4,175
MG Johnson,4,3,0,0,3,0,0,0,,15,10,150
R Dhawan,3,3,1,0,1,0,0,0,,9,8,112.5
AR Patel,4,2,1,0,0,0,2,0,,16,9,177.77
GJ Maxwell,0,2,0,0,0,0,0,0,,2,2,100
"AD Mathews - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Anureet Singh,0,1,0,0,0,0,0,0,,1,1,100
AR Patel,1,1,0,0,1,0,0,0,,5,3,166.66
"KM Jadhav - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
Anureet Singh,1,2,0,0,0,0,0,0,,2,3,66.66
AR Patel,1,1,0,0,0,0,0,0,caught,1,2,50
Sunrisers Hyderabad - 1st innings,,,,,,,,,,,,
"DA Warner - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TG Southee,1,2,0,0,0,0,1,0,,8,4,200
CH Morris,3,0,0,0,3,0,0,0,,12,6,200
DJ Hooda,1,0,0,0,0,0,0,0,,0,1,0
DS Kulkarni,2,1,0,0,0,0,0,0,,1,3,33.33
"S Dhawan - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TG Southee,4,0,0,0,0,0,0,0,,0,4,0
DJ Hooda,3,1,0,0,1,0,0,0,,5,5,100
DS Kulkarni,1,1,0,0,1,0,0,0,caught,5,3,166.66
"KL Rahul - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TG Southee,3,0,1,0,0,0,0,0,,2,4,50
DS Kulkarni,1,0,0,0,0,0,0,0,lbw,0,1,0
"NV Ojha - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TG Southee,2,1,1,0,0,0,0,0,,3,4,75
CH Morris,4,1,0,0,1,0,0,0,,5,6,83.33
DS Kulkarni,4,1,0,0,0,0,0,0,,1,5,20
JP Faulkner,3,1,0,0,2,0,0,0,,9,6,150
STR Binny,1,3,0,0,0,0,0,0,,3,4,75
PV Tambe,5,0,2,0,0,0,0,0,bowled,4,7,57.14
"EJG Morgan - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TG Southee,0,1,0,0,1,0,0,0,,5,2,250
DJ Hooda,2,1,0,0,0,0,0,0,,1,3,33.33
DS Kulkarni,5,1,0,0,0,0,0,0,,1,6,16.66
JP Faulkner,3,3,0,0,0,0,1,0,,9,7,128.57
STR Binny,3,3,1,0,1,0,0,0,,9,8,112.5
PV Tambe,3,0,1,0,0,0,0,0,lbw,2,4,50
"RS Bopara - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TG Southee,0,2,0,0,0,0,0,0,,2,2,100
CH Morris,3,1,0,0,1,0,0,0,,5,5,100
DJ Hooda,0,2,1,0,0,0,0,0,,4,3,133.33
PV Tambe,3,4,1,0,0,0,1,0,,12,9,133.33
"A Ashish Reddy - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TG Southee,1,1,1,0,0,0,1,0,,9,4,225
CH Morris,0,1,0,0,0,0,0,0,,1,1,100
PV Tambe,1,3,0,0,0,0,0,0,,3,4,75
Rajasthan Royals - 2nd innings,,,,,,,,,,,,
"AM Rahane - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
B Kumar,5,4,1,0,3,0,0,0,,18,13,138.46
TA Boult,7,2,1,0,3,0,0,0,bowled,16,13,123.07
P Kumar,1,3,0,0,0,0,0,0,,3,4,75
KV Sharma,4,4,2,0,1,0,0,0,,12,11,109.09
RS Bopara,7,4,0,0,2,0,0,0,,12,13,92.3
A Ashish Reddy,1,1,0,0,0,0,0,0,,1,2,50
"SV Samson - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
B Kumar,5,3,1,0,0,0,0,0,,5,9,55.55
TA Boult,2,1,0,0,0,0,0,0,,1,3,33.33
P Kumar,6,2,4,0,2,0,0,0,,18,14,128.57
KV Sharma,1,2,0,0,0,0,0,0,,2,3,66.66
RS Bopara,1,0,0,0,0,0,0,0,caught,0,1,0
"SPD Smith - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TA Boult,1,2,0,0,1,0,0,0,,6,4,150
KV Sharma,1,0,0,0,1,0,0,0,caught,4,2,200
RS Bopara,1,3,0,0,0,0,0,0,,3,4,75
"KK Nair - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
KV Sharma,1,1,0,0,0,0,0,0,,1,2,50
RS Bopara,3,0,0,0,0,0,0,0,caught,0,3,0
"STR Binny - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
B Kumar,0,2,0,0,0,0,0,0,,2,2,100
TA Boult,1,1,0,0,1,0,0,0,,5,3,166.66
P Kumar,0,2,0,0,0,0,0,0,,2,2,100
RS Bopara,0,3,0,0,0,0,0,0,,3,3,100
A Ashish Reddy,1,2,1,0,0,0,0,0,,4,4,100
"JP Faulkner - 2nd innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
TA Boult,0,1,0,0,0,0,0,0,,1,1,100
P Kumar,2,1,0,0,1,0,0,0,,5,4,125
Mumbai Indians - 1st innings,,,,,,,,,,,,
"LMP Simmons - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
A Nehra,2,1,0,0,0,0,0,0,,1,3,33.33
IC Pandey,9,0,0,0,1,0,0,0,caught,4,10,40
"PA Patel - 1st innings
v Bowler",0s,1s,2s,3s,4s,5s,6s,7+,Dismissal,Runs,Balls,SR
A Nehra,1,0,0,0,0,0,0,0,lbw,0,1,0
